Currency Name,Currency Code,Buying Rate (Cash),Buying Rate (Transfer),Selling Rate,icon,Date
JAPANESE YEN,JPY,164.09,165.75,174.52,/-/media/Default-Website/Default-Images/Icons/Flags/im_flag_jpy.svg?h=32&w=32&ts=20230610195953&hash=C5D3E7B6B5EEE49C3D5C3C3A8B6798B8,2025-03-27
AUSTRALIAN DOLLAR,AUD,15731.38,15890.29,16399.89,/-/media/Default-Website/Default-Images/Icons/Flags/im_flag_aud.svg?h=32&w=32&ts=20230610195950&hash=F70700292015EB326CA79643D4F05C03,2025-03-27
SINGAPORE DOLLAR,SGD,18600.05,18787.93,19429.28,/-/media/Default-Website/Default-Images/Icons/Flags/im_flag_sgd.svg?h=32&w=32&ts=20230709003433&hash=C95A1CFD98A6896023B5EFE9D23459AA,2025-03-27
THAI BAHT,THB,664.82,738.69,770.05,/-/media/Default-Website/Default-Images/Icons/Flags/im_flag_thb.svg?h=32&w=32&ts=20230610195952&hash=AB6CDBA1C854ADE46132EBF0A6DCFEF4,2025-03-27
CANADIAN DOLLAR,CAD,17461.25,17637.62,18203.26,/-/media/Default-Website/Default-Images/Icons/Flags/im_flag_cad.svg?h=32&w=32&ts=20230610195951&hash=55B303641110059C97F6ABDE45B2FE20,2025-03-27
SWISS FRANC,CHF,28213.17,28498.15,29412.09,/-/media/Default-Website/Default-Images/Icons/Flags/im_flag_chf.svg?h=32&w=32&ts=20230610195952&hash=CBA2E48794BD6E04AAF8761C55AB07DF,2025-03-27
HONG KONG DOLLAR,HKD,3195.58,3227.86,3351.43,/-/media/Default-Website/Default-Images/Icons/Flags/im_flag_hkd.svg?h=32&w=32&ts=20230610195951&hash=E50E43ECCD43C736E273734DEEB000D8,2025-03-27
CHINESE YUAN,CNY,3431.37,3466.03,3577.19,/-/media/Default-Website/Default-Images/Icons/Flags/im_flag_cny.svg?h=32&w=32&ts=20230610195953&hash=1E37E5E1D30CA9F186D9B8A0A188AE7C,2025-03-27
DANISH KRONE,DKK,0.0,3624.29,3763.04,/-/media/Default-Website/Default-Images/Icons/Flags/im_flag_dkk.svg?h=32&w=32&ts=20230610195954&hash=7A1074CAFFF3E4469DD8DBFA9F95D1C0,2025-03-27
INDIAN RUPEE,INR,0.0,296.35,309.12,/-/media/Default-Website/Default-Images/Icons/Flags/im_flag_inr.svg?h=32&w=32&ts=20230610195952&hash=6E19DDEEC1053D83CE9C98283BE347AC,2025-03-27
KOREAN WON,KRW,15.09,16.76,18.19,/-/media/Default-Website/Default-Images/Icons/Flags/im_flag_krw.svg?h=32&w=32&ts=20230709003433&hash=43B80AF8FF6632988EB89EF0C30BDDE6,2025-03-27
KUWAITI DINAR,KWD,0.0,82461.52,86014.06,/-/media/Default-Website/Default-Images/Icons/Flags/im_flag_kwd.svg?h=32&w=32&ts=20230610195949&hash=76B738C67E5151DBB4F9D27A0DEA2FC3,2025-03-27
MALAYSIAN RINGGIT,MYR,0.0,5710.39,5834.87,/-/media/Default-Website/Default-Images/Icons/Flags/im_flag_myr.svg?h=32&w=32&ts=20230610195950&hash=4736802FBB11427761408F193E6452EC,2025-03-27
NORWEGIAN KRONE,NOK,0.0,2377.33,2478.24,/-/media/Default-Website/Default-Images/Icons/Flags/im_flag_nok.svg?h=32&w=32&ts=20230610195951&hash=48B571580E4926C86F257FE4D167F750,2025-03-27
RUSSIAN RUBLE,RUB,0.0,290.72,321.83,/-/media/Default-Website/Default-Images/Icons/Flags/im_flag_rub.svg?h=32&w=32&ts=20230709003433&hash=B5A31D5C371B6C922EBB4808605705EB,2025-03-27
SAUDI ARABIAN RIYAL,SAR,0.0,6777.45,7069.43,/-/media/Default-Website/Default-Images/Icons/Flags/im_flag_sar.svg?h=32&w=32&ts=20230610195954&hash=732C766503BA27FF3A8764FAF20A2C0F,2025-03-27
SWEDISH KRONA,SEK,0.0,2499.78,2605.88,/-/media/Default-Website/Default-Images/Icons/Flags/im_flag_sek.svg?h=32&w=32&ts=20230610195949&hash=88CF4CDE8DB12CA0D56485A05EC27A22,2025-03-27
US DOLLAR,USD,25370.0,25400.0,25760.0,/-/media/Default-Website/Default-Images/Icons/Flags/im_flag_usa.svg?h=32&w=32&ts=20230610195953&hash=4576D9B7C910424CC72B7A592BA369AE,2025-03-28
EURO,EUR,26888.91,27160.52,28362.95,/-/media/Default-Website/Default-Images/Icons/Flags/im_flag_eur.svg?h=32&w=32&ts=20230610195955&hash=10502813C2316A5601FD57F7A0C89A3A,2025-03-28
UK POUND STERLING,GBP,32250.24,32576.0,33620.7,/-/media/Default-Website/Default-Images/Icons/Flags/im_flag_gbp.svg?h=32&w=32&ts=20230610195950&hash=72ED63A02E20F8B413E65DE9B7F062AE,2025-03-28
JAPANESE YEN,JPY,163.3,164.95,173.68,/-/media/Default-Website/Default-Images/Icons/Flags/im_flag_jpy.svg?h=32&w=32&ts=20230610195953&hash=C5D3E7B6B5EEE49C3D5C3C3A8B6798B8,2025-03-28
AUSTRALIAN DOLLAR,AUD,15680.21,15838.6,16346.53,/-/media/Default-Website/Default-Images/Icons/Flags/im_flag_aud.svg?h=32&w=32&ts=20230610195950&hash=F70700292015EB326CA79643D4F05C03,2025-03-28
SINGAPORE DOLLAR,SGD,18585.11,18772.84,19413.67,/-/media/Default-Website/Default-Images/Icons/Flags/im_flag_sgd.svg?h=32&w=32&ts=20230709003433&hash=C95A1CFD98A6896023B5EFE9D23459AA,2025-03-28
THAI BAHT,THB,665.87,739.85,771.26,/-/media/Default-Website/Default-Images/Icons/Flags/im_flag_thb.svg?h=32&w=32&ts=20230610195952&hash=AB6CDBA1C854ADE46132EBF0A6DCFEF4,2025-03-28
CANADIAN DOLLAR,CAD,17420.48,17596.44,18160.75,/-/media/Default-Website/Default-Images/Icons/Flags/im_flag_cad.svg?h=32&w=32&ts=20230610195951&hash=55B303641110059C97F6ABDE45B2FE20,2025-03-28
SWISS FRANC,CHF,28256.2,28541.61,29456.93,/-/media/Default-Website/Default-Images/Icons/Flags/im_flag_chf.svg?h=32&w=32&ts=20230610195952&hash=CBA2E48794BD6E04AAF8761C55AB07DF,2025-03-28
HONG KONG DOLLAR,HKD,3196.59,3228.88,3352.48,/-/media/Default-Website/Default-Images/Icons/Flags/im_flag_hkd.svg?h=32&w=32&ts=20230610195951&hash=E50E43ECCD43C736E273734DEEB000D8,2025-03-28
CHINESE YUAN,CNY,3431.82,3466.48,3577.65,/-/media/Default-Website/Default-Images/Icons/Flags/im_flag_cny.svg?h=32&w=32&ts=20230610195953&hash=1E37E5E1D30CA9F186D9B8A0A188AE7C,2025-03-28
DANISH KRONE,DKK,0.0,3630.43,3769.41,/-/media/Default-Website/Default-Images/Icons/Flags/im_flag_dkk.svg?h=32&w=32&ts=20230610195954&hash=7A1074CAFFF3E4469DD8DBFA9F95D1C0,2025-03-28
INDIAN RUPEE,INR,0.0,296.78,309.57,/-/media/Default-Website/Default-Images/Icons/Flags/im_flag_inr.svg?h=32&w=32&ts=20230610195952&hash=6E19DDEEC1053D83CE9C98283BE347AC,2025-03-28
KOREAN WON,KRW,15.08,16.76,18.19,/-/media/Default-Website/Default-Images/Icons/Flags/im_flag_krw.svg?h=32&w=32&ts=20230709003433&hash=43B80AF8FF6632988EB89EF0C30BDDE6,2025-03-28
KUWAITI DINAR,KWD,0.0,82520.56,86075.59,/-/media/Default-Website/Default-Images/Icons/Flags/im_flag_kwd.svg?h=32&w=32&ts=20230610195949&hash=76B738C67E5151DBB4F9D27A0DEA2FC3,2025-03-28
MALAYSIAN RINGGIT,MYR,0.0,5719.08,5843.75,/-/media/Default-Website/Default-Images/Icons/Flags/im_flag_myr.svg?h=32&w=32&ts=20230610195950&hash=4736802FBB11427761408F193E6452EC,2025-03-28
NORWEGIAN KRONE,NOK,0.0,2388.85,2490.25,/-/media/Default-Website/Default-Images/Icons/Flags/im_flag_nok.svg?h=32&w=32&ts=20230610195951&hash=48B571580E4926C86F257FE4D167F750,2025-03-28
RUSSIAN RUBLE,RUB,0.0,288.1,318.92,/-/media/Default-Website/Default-Images/Icons/Flags/im_flag_rub.svg?h=32&w=32&ts=20230709003433&hash=B5A31D5C371B6C922EBB4808605705EB,2025-03-28
SAUDI ARABIAN RIYAL,SAR,0.0,6780.82,7072.95,/-/media/Default-Website/Default-Images/Icons/Flags/im_flag_sar.svg?h=32&w=32&ts=20230610195954&hash=732C766503BA27FF3A8764FAF20A2C0F,2025-03-28
SWEDISH KRONA,SEK,0.0,2504.88,2611.2,/-/media/Default-Website/Default-Images/Icons/Flags/im_flag_sek.svg?h=32&w=32&ts=20230610195949&hash=88CF4CDE8DB12CA0D56485A05EC27A22,2025-03-28
US DOLLAR,USD,25370.0,25400.0,25760.0,/-/media/Default-Website/Default-Images/Icons/Flags/im_flag_usa.svg?h=32&w=32&ts=20230610195953&hash=4576D9B7C910424CC72B7A592BA369AE,2025-03-29
EURO,EUR,26888.91,27160.52,28362.95,/-/media/Default-Website/Default-Images/Icons/Flags/im_flag_eur.svg?h=32&w=32&ts=20230610195955&hash=10502813C2316A5601FD57F7A0C89A3A,2025-03-29
UK POUND STERLING,GBP,32250.24,32576.0,33620.7,/-/media/Default-Website/Default-Images/Icons/Flags/im_flag_gbp.svg?h=32&w=32&ts=20230610195950&hash=72ED63A02E20F8B413E65DE9B7F062AE,2025-03-29
JAPANESE YEN,JPY,163.3,164.95,173.68,/-/media/Default-Website/Default-Images/Icons/Flags/im_flag_jpy.svg?h=32&w=32&ts=20230610195953&hash=C5D3E7B6B5EEE49C3D5C3C3A8B6798B8,2025-03-29
AUSTRALIAN DOLLAR,AUD,15680.21,15838.6,16346.53,/-/media/Default-Website/Default-Images/Icons/Flags/im_flag_aud.svg?h=32&w=32&ts=20230610195950&hash=F70700292015EB326CA79643D4F05C03,2025-03-29
SINGAPORE DOLLAR,SGD,18585.11,18772.84,19413.67,/-/media/Default-Website/Default-Images/Icons/Flags/im_flag_sgd.svg?h=32&w=32&ts=20230709003433&hash=C95A1CFD98A6896023B5EFE9D23459AA,2025-03-29
THAI BAHT,THB,665.87,739.85,771.26,/-/media/Default-Website/Default-Images/Icons/Flags/im_flag_thb.svg?h=32&w=32&ts=20230610195952&hash=AB6CDBA1C854ADE46132EBF0A6DCFEF4,2025-03-29
CANADIAN DOLLAR,CAD,17420.48,17596.44,18160.75,/-/media/Default-Website/Default-Images/Icons/Flags/im_flag_cad.svg?h=32&w=32&ts=20230610195951&hash=55B303641110059C97F6ABDE45B2FE20,2025-03-29
SWISS FRANC,CHF,28256.2,28541.61,29456.93,/-/media/Default-Website/Default-Images/Icons/Flags/im_flag_chf.svg?h=32&w=32&ts=20230610195952&hash=CBA2E48794BD6E04AAF8761C55AB07DF,2025-03-29
HONG KONG DOLLAR,HKD,3196.59,3228.88,3352.48,/-/media/Default-Website/Default-Images/Icons/Flags/im_flag_hkd.svg?h=32&w=32&ts=20230610195951&hash=E50E43ECCD43C736E273734DEEB000D8,2025-03-29
CHINESE YUAN,CNY,3431.82,3466.48,3577.65,/-/media/Default-Website/Default-Images/Icons/Flags/im_flag_cny.svg?h=32&w=32&ts=20230610195953&hash=1E37E5E1D30CA9F186D9B8A0A188AE7C,2025-03-29
DANISH KRONE,DKK,0.0,3630.43,3769.41,/-/media/Default-Website/Default-Images/Icons/Flags/im_flag_dkk.svg?h=32&w=32&ts=20230610195954&hash=7A1074CAFFF3E4469DD8DBFA9F95D1C0,2025-03-29
INDIAN RUPEE,INR,0.0,296.78,309.57,/-/media/Default-Website/Default-Images/Icons/Flags/im_flag_inr.svg?h=32&w=32&ts=20230610195952&hash=6E19DDEEC1053D83CE9C98283BE347AC,2025-03-29
KOREAN WON,KRW,15.08,16.76,18.19,/-/media/Default-Website/Default-Images/Icons/Flags/im_flag_krw.svg?h=32&w=32&ts=20230709003433&hash=43B80AF8FF6632988EB89EF0C30BDDE6,2025-03-29
KUWAITI DINAR,KWD,0.0,82520.56,86075.59,/-/media/Default-Website/Default-Images/Icons/Flags/im_flag_kwd.svg?h=32&w=32&ts=20230610195949&hash=76B738C67E5151DBB4F9D27A0DEA2FC3,2025-03-29
MALAYSIAN RINGGIT,MYR,0.0,5719.08,5843.75,/-/media/Default-Website/Default-Images/Icons/Flags/im_flag_myr.svg?h=32&w=32&ts=20230610195950&hash=4736802FBB11427761408F193E6452EC,2025-03-29
NORWEGIAN KRONE,NOK,0.0,2388.85,2490.25,/-/media/Default-Website/Default-Images/Icons/Flags/im_flag_nok.svg?h=32&w=32&ts=20230610195951&hash=48B571580E4926C86F257FE4D167F750,2025-03-29
RUSSIAN RUBLE,RUB,0.0,288.1,318.92,/-/media/Default-Website/Default-Images/Icons/Flags/im_flag_rub.svg?h=32&w=32&ts=20230709003433&hash=B5A31D5C371B6C922EBB4808605705EB,2025-03-29
SAUDI ARABIAN RIYAL,SAR,0.0,6780.82,7072.95,/-/media/Default-Website/Default-Images/Icons/Flags/im_flag_sar.svg?h=32&w=32&ts=20230610195954&hash=732C766503BA27FF3A8764FAF20A2C0F,2025-03-29
SWEDISH KRONA,SEK,0.0,2504.88,2611.2,/-/media/Default-Website/Default-Images/Icons/Flags/im_flag_sek.svg?h=32&w=32&ts=20230610195949&hash=88CF4CDE8DB12CA0D56485A05EC27A22,2025-03-29
US DOLLAR,USD,25370.0,25400.0,25760.0,/-/media/Default-Website/Default-Images/Icons/Flags/im_flag_usa.svg?h=32&w=32&ts=20230610195953&hash=4576D9B7C910424CC72B7A592BA369AE,2025-03-30
EURO,EUR,26888.91,27160.52,28362.95,/-/media/Default-Website/Default-Images/Icons/Flags/im_flag_eur.svg?h=32&w=32&ts=20230610195955&hash=10502813C2316A5601FD57F7A0C89A3A,2025-03-30
UK POUND STERLING,GBP,32250.24,32576.0,33620.7,/-/media/Default-Website/Default-Images/Icons/Flags/im_flag_gbp.svg?h=32&w=32&ts=20230610195950&hash=72ED63A02E20F8B413E65DE9B7F062AE,2025-03-30
JAPANESE YEN,JPY,163.3,164.95,173.68,/-/media/Default-Website/Default-Images/Icons/Flags/im_flag_jpy.svg?h=32&w=32&ts=20230610195953&hash=C5D3E7B6B5EEE49C3D5C3C3A8B6798B8,2025-03-30
AUSTRALIAN DOLLAR,AUD,15680.21,15838.6,16346.53,/-/media/Default-Website/Default-Images/Icons/Flags/im_flag_aud.svg?h=32&w=32&ts=20230610195950&hash=F70700292015EB326CA79643D4F05C03,2025-03-30
SINGAPORE DOLLAR,SGD,18585.11,18772.84,19413.67,/-/media/Default-Website/Default-Images/Icons/Flags/im_flag_sgd.svg?h=32&w=32&ts=20230709003433&hash=C95A1CFD98A6896023B5EFE9D23459AA,2025-03-30
THAI BAHT,THB,665.87,739.85,771.26,/-/media/Default-Website/Default-Images/Icons/Flags/im_flag_thb.svg?h=32&w=32&ts=20230610195952&hash=AB6CDBA1C854ADE46132EBF0A6DCFEF4,2025-03-30
CANADIAN DOLLAR,CAD,17420.48,17596.44,18160.75,/-/media/Default-Website/Default-Images/Icons/Flags/im_flag_cad.svg?h=32&w=32&ts=20230610195951&hash=55B303641110059C97F6ABDE45B2FE20,2025-03-30
SWISS FRANC,CHF,28256.2,28541.61,29456.93,/-/media/Default-Website/Default-Images/Icons/Flags/im_flag_chf.svg?h=32&w=32&ts=20230610195952&hash=CBA2E48794BD6E04AAF8761C55AB07DF,2025-03-30
HONG KONG DOLLAR,HKD,3196.59,3228.88,3352.48,/-/media/Default-Website/Default-Images/Icons/Flags/im_flag_hkd.svg?h=32&w=32&ts=20230610195951&hash=E50E43ECCD43C736E273734DEEB000D8,2025-03-30
CHINESE YUAN,CNY,3431.82,3466.48,3577.65,/-/media/Default-Website/Default-Images/Icons/Flags/im_flag_cny.svg?h=32&w=32&ts=20230610195953&hash=1E37E5E1D30CA9F186D9B8A0A188AE7C,2025-03-30
DANISH KRONE,DKK,0.0,3630.43,3769.41,/-/media/Default-Website/Default-Images/Icons/Flags/im_flag_dkk.svg?h=32&w=32&ts=20230610195954&hash=7A1074CAFFF3E4469DD8DBFA9F95D1C0,2025-03-30
INDIAN RUPEE,INR,0.0,296.78,309.57,/-/media/Default-Website/Default-Images/Icons/Flags/im_flag_inr.svg?h=32&w=32&ts=20230610195952&hash=6E19DDEEC1053D83CE9C98283BE347AC,2025-03-30
KOREAN WON,KRW,15.08,16.76,18.19,/-/media/Default-Website/Default-Images/Icons/Flags/im_flag_krw.svg?h=32&w=32&ts=20230709003433&hash=43B80AF8FF6632988EB89EF0C30BDDE6,2025-03-30
KUWAITI DINAR,KWD,0.0,82520.56,86075.59,/-/media/Default-Website/Default-Images/Icons/Flags/im_flag_kwd.svg?h=32&w=32&ts=20230610195949&hash=76B738C67E5151DBB4F9D27A0DEA2FC3,2025-03-30
MALAYSIAN RINGGIT,MYR,0.0,5719.08,5843.75,/-/media/Default-Website/Default-Images/Icons/Flags/im_flag_myr.svg?h=32&w=32&ts=20230610195950&hash=4736802FBB11427761408F193E6452EC,2025-03-30
NORWEGIAN KRONE,NOK,0.0,2388.85,2490.25,/-/media/Default-Website/Default-Images/Icons/Flags/im_flag_nok.svg?h=32&w=32&ts=20230610195951&hash=48B571580E4926C86F257FE4D167F750,2025-03-30
RUSSIAN RUBLE,RUB,0.0,288.1,318.92,/-/media/Default-Website/Default-Images/Icons/Flags/im_flag_rub.svg?h=32&w=32&ts=20230709003433&hash=B5A31D5C371B6C922EBB4808605705EB,2025-03-30
SAUDI ARABIAN RIYAL,SAR,0.0,6780.82,7072.95,/-/media/Default-Website/Default-Images/Icons/Flags/im_flag_sar.svg?h=32&w=32&ts=20230610195954&hash=732C766503BA27FF3A8764FAF20A2C0F,2025-03-30
SWEDISH KRONA,SEK,0.0,2504.88,2611.2,/-/media/Default-Website/Default-Images/Icons/Flags/im_flag_sek.svg?h=32&w=32&ts=20230610195949&hash=88CF4CDE8DB12CA0D56485A05EC27A22,2025-03-30
US DOLLAR,USD,25350.0,25380.0,25740.0,/-/media/Default-Website/Default-Images/Icons/Flags/im_flag_usa.svg?h=32&w=32&ts=20230610195953&hash=4576D9B7C910424CC72B7A592BA369AE,2025-03-31
EURO,EUR,26979.95,27252.47,28459.01,/-/media/Default-Website/Default-Images/Icons/Flags/im_flag_eur.svg?h=32&w=32&ts=20230610195955&hash=10502813C2316A5601FD57F7A0C89A3A,2025-03-31
UK POUND STERLING,GBP,32287.27,32613.41,33659.34,/-/media/Default-Website/Default-Images/Icons/Flags/im_flag_gbp.svg?h=32&w=32&ts=20230610195950&hash=72ED63A02E20F8B413E65DE9B7F062AE,2025-03-31
JAPANESE YEN,JPY,165.86,167.53,176.4,/-/media/Default-Website/Default-Images/Icons/Flags/im_flag_jpy.svg?h=32&w=32&ts=20230610195953&hash=C5D3E7B6B5EEE49C3D5C3C3A8B6798B8,2025-03-31
AUSTRALIAN DOLLAR,AUD,15648.02,15806.08,16312.99,/-/media/Default-Website/Default-Images/Icons/Flags/im_flag_aud.svg?h=32&w=32&ts=20230610195950&hash=F70700292015EB326CA79643D4F05C03,2025-03-31
SINGAPORE DOLLAR,SGD,18576.11,18763.75,19404.3,/-/media/Default-Website/Default-Images/Icons/Flags/im_flag_sgd.svg?h=32&w=32&ts=20230709003433&hash=C95A1CFD98A6896023B5EFE9D23459AA,2025-03-31
THAI BAHT,THB,664.95,738.84,770.2,/-/media/Default-Website/Default-Images/Icons/Flags/im_flag_thb.svg?h=32&w=32&ts=20230610195952&hash=AB6CDBA1C854ADE46132EBF0A6DCFEF4,2025-03-31
CANADIAN DOLLAR,CAD,17386.19,17561.81,18125.03,/-/media/Default-Website/Default-Images/Icons/Flags/im_flag_cad.svg?h=32&w=32&ts=20230610195951&hash=55B303641110059C97F6ABDE45B2FE20,2025-03-31
SWISS FRANC,CHF,28340.09,28626.35,29544.42,/-/media/Default-Website/Default-Images/Icons/Flags/im_flag_chf.svg?h=32&w=32&ts=20230610195952&hash=CBA2E48794BD6E04AAF8761C55AB07DF,2025-03-31
HONG KONG DOLLAR,HKD,3193.02,3225.27,3348.74,/-/media/Default-Website/Default-Images/Icons/Flags/im_flag_hkd.svg?h=32&w=32&ts=20230610195951&hash=E50E43ECCD43C736E273734DEEB000D8,2025-03-31
CHINESE YUAN,CNY,3436.56,3471.27,3582.6,/-/media/Default-Website/Default-Images/Icons/Flags/im_flag_cny.svg?h=32&w=32&ts=20230610195953&hash=1E37E5E1D30CA9F186D9B8A0A188AE7C,2025-03-31
DANISH KRONE,DKK,0.0,3643.02,3782.49,/-/media/Default-Website/Default-Images/Icons/Flags/im_flag_dkk.svg?h=32&w=32&ts=20230610195954&hash=7A1074CAFFF3E4469DD8DBFA9F95D1C0,2025-03-31
INDIAN RUPEE,INR,0.0,297.32,310.13,/-/media/Default-Website/Default-Images/Icons/Flags/im_flag_inr.svg?h=32&w=32&ts=20230610195952&hash=6E19DDEEC1053D83CE9C98283BE347AC,2025-03-31
KOREAN WON,KRW,15.02,16.69,18.11,/-/media/Default-Website/Default-Images/Icons/Flags/im_flag_krw.svg?h=32&w=32&ts=20230709003433&hash=43B80AF8FF6632988EB89EF0C30BDDE6,2025-03-31
KUWAITI DINAR,KWD,0.0,82509.53,86064.19,/-/media/Default-Website/Default-Images/Icons/Flags/im_flag_kwd.svg?h=32&w=32&ts=20230610195949&hash=76B738C67E5151DBB4F9D27A0DEA2FC3,2025-03-31
MALAYSIAN RINGGIT,MYR,0.0,5701.72,5826.02,/-/media/Default-Website/Default-Images/Icons/Flags/im_flag_myr.svg?h=32&w=32&ts=20230610195950&hash=4736802FBB11427761408F193E6452EC,2025-03-31
NORWEGIAN KRONE,NOK,0.0,2385.69,2486.95,/-/media/Default-Website/Default-Images/Icons/Flags/im_flag_nok.svg?h=32&w=32&ts=20230610195951&hash=48B571580E4926C86F257FE4D167F750,2025-03-31
RUSSIAN RUBLE,RUB,0.0,284.66,315.11,/-/media/Default-Website/Default-Images/Icons/Flags/im_flag_rub.svg?h=32&w=32&ts=20230709003433&hash=B5A31D5C371B6C922EBB4808605705EB,2025-03-31
SAUDI ARABIAN RIYAL,SAR,0.0,6775.34,7067.23,/-/media/Default-Website/Default-Images/Icons/Flags/im_flag_sar.svg?h=32&w=32&ts=20230610195954&hash=732C766503BA27FF3A8764FAF20A2C0F,2025-03-31
SWEDISH KRONA,SEK,0.0,2506.6,2613.0,/-/media/Default-Website/Default-Images/Icons/Flags/im_flag_sek.svg?h=32&w=32&ts=20230610195949&hash=88CF4CDE8DB12CA0D56485A05EC27A22,2025-03-31
US DOLLAR,USD,25430.0,25460.0,25820.0,/-/media/Default-Website/Default-Images/Icons/Flags/im_flag_usa.svg?h=32&w=32&ts=20230610195953&hash=4576D9B7C910424CC72B7A592BA369AE,2025-04-01
EURO,EUR,27034.48,27307.55,28516.39,/-/media/Default-Website/Default-Images/Icons/Flags/im_flag_eur.svg?h=32&w=32&ts=20230610195955&hash=10502813C2316A5601FD57F7A0C89A3A,2025-04-01
UK POUND STERLING,GBP,32315.95,32642.38,33689.08,/-/media/Default-Website/Default-Images/Icons/Flags/im_flag_gbp.svg?h=32&w=32&ts=20230610195950&hash=72ED63A02E20F8B413E65DE9B7F062AE,2025-04-01
JAPANESE YEN,JPY,165.34,167.01,175.85,/-/media/Default-Website/Default-Images/Icons/Flags/im_flag_jpy.svg?h=32&w=32&ts=20230610195953&hash=C5D3E7B6B5EEE49C3D5C3C3A8B6798B8,2025-04-01
AUSTRALIAN DOLLAR,AUD,15637.07,15795.02,16301.5,/-/media/Default-Website/Default-Images/Icons/Flags/im_flag_aud.svg?h=32&w=32&ts=20230610195950&hash=F70700292015EB326CA79643D4F05C03,2025-04-01
SINGAPORE DOLLAR,SGD,18610.68,18798.67,19440.31,/-/media/Default-Website/Default-Images/Icons/Flags/im_flag_sgd.svg?h=32&w=32&ts=20230709003433&hash=C95A1CFD98A6896023B5EFE9D23459AA,2025-04-01
THAI BAHT,THB,663.12,736.8,768.07,/-/media/Default-Website/Default-Images/Icons/Flags/im_flag_thb.svg?h=32&w=32&ts=20230610195952&hash=AB6CDBA1C854ADE46132EBF0A6DCFEF4,2025-04-01
CANADIAN DOLLAR,CAD,17389.68,17565.33,18128.57,/-/media/Default-Website/Default-Images/Icons/Flags/im_flag_cad.svg?h=32&w=32&ts=20230610195951&hash=55B303641110059C97F6ABDE45B2FE20,2025-04-01
SWISS FRANC,CHF,28341.8,28628.08,29546.06,/-/media/Default-Website/Default-Images/Icons/Flags/im_flag_chf.svg?h=32&w=32&ts=20230610195952&hash=CBA2E48794BD6E04AAF8761C55AB07DF,2025-04-01
HONG KONG DOLLAR,HKD,3202.03,3234.37,3358.18,/-/media/Default-Website/Default-Images/Icons/Flags/im_flag_hkd.svg?h=32&w=32&ts=20230610195951&hash=E50E43ECCD43C736E273734DEEB000D8,2025-04-01
CHINESE YUAN,CNY,3437.79,3472.52,3583.87,/-/media/Default-Website/Default-Images/Icons/Flags/im_flag_cny.svg?h=32&w=32&ts=20230610195953&hash=1E37E5E1D30CA9F186D9B8A0A188AE7C,2025-04-01
DANISH KRONE,DKK,0.0,3651.36,3791.13,/-/media/Default-Website/Default-Images/Icons/Flags/im_flag_dkk.svg?h=32&w=32&ts=20230610195954&hash=7A1074CAFFF3E4469DD8DBFA9F95D1C0,2025-04-01
INDIAN RUPEE,INR,0.0,298.04,310.88,/-/media/Default-Website/Default-Images/Icons/Flags/im_flag_inr.svg?h=32&w=32&ts=20230610195952&hash=6E19DDEEC1053D83CE9C98283BE347AC,2025-04-01
KOREAN WON,KRW,15.08,16.75,18.18,/-/media/Default-Website/Default-Images/Icons/Flags/im_flag_krw.svg?h=32&w=32&ts=20230709003433&hash=43B80AF8FF6632988EB89EF0C30BDDE6,2025-04-01
KUWAITI DINAR,KWD,0.0,82714.27,86277.33,/-/media/Default-Website/Default-Images/Icons/Flags/im_flag_kwd.svg?h=32&w=32&ts=20230610195949&hash=76B738C67E5151DBB4F9D27A0DEA2FC3,2025-04-01
MALAYSIAN RINGGIT,MYR,0.0,5719.58,5844.24,/-/media/Default-Website/Default-Images/Icons/Flags/im_flag_myr.svg?h=32&w=32&ts=20230610195950&hash=4736802FBB11427761408F193E6452EC,2025-04-01
NORWEGIAN KRONE,NOK,0.0,2400.27,2502.14,/-/media/Default-Website/Default-Images/Icons/Flags/im_flag_nok.svg?h=32&w=32&ts=20230610195951&hash=48B571580E4926C86F257FE4D167F750,2025-04-01
RUSSIAN RUBLE,RUB,0.0,288.08,318.9,/-/media/Default-Website/Default-Images/Icons/Flags/im_flag_rub.svg?h=32&w=32&ts=20230709003433&hash=B5A31D5C371B6C922EBB4808605705EB,2025-04-01
SAUDI ARABIAN RIYAL,SAR,0.0,6795.65,7088.39,/-/media/Default-Website/Default-Images/Icons/Flags/im_flag_sar.svg?h=32&w=32&ts=20230610195954&hash=732C766503BA27FF3A8764FAF20A2C0F,2025-04-01
SWEDISH KRONA,SEK,0.0,2513.07,2619.73,/-/media/Default-Website/Default-Images/Icons/Flags/im_flag_sek.svg?h=32&w=32&ts=20230610195949&hash=88CF4CDE8DB12CA0D56485A05EC27A22,2025-04-01
US DOLLAR,USD,25430.0,25460.0,25820.0,/-/media/Default-Website/Default-Images/Icons/Flags/im_flag_usa.svg?h=32&w=32&ts=20230610195953&hash=4576D9B7C910424CC72B7A592BA369AE,2025-04-02
EURO,EUR,26959.53,27231.84,28437.33,/-/media/Default-Website/Default-Images/Icons/Flags/im_flag_eur.svg?h=32&w=32&ts=20230610195955&hash=10502813C2316A5601FD57F7A0C89A3A,2025-04-02
UK POUND STERLING,GBP,32258.49,32584.34,33629.17,/-/media/Default-Website/Default-Images/Icons/Flags/im_flag_gbp.svg?h=32&w=32&ts=20230610195950&hash=72ED63A02E20F8B413E65DE9B7F062AE,2025-04-02
